,title,description,ingredients,instructions,rating_stars,review_count,photo_url,total_time_minutes,url
656,Coconut Pound Cake,My grandchildren love this recipe for a coconut-flavored pound cake.,"['2 cups white sugar', '1 cup butter', '5 eggs', '2 cups all-purpose flour', '1 1/2 teaspoons baking powder', '1/2 cup milk', '3 1/2 ounces flaked coconut', '1 teaspoon coconut extract', '1 cup white sugar', '1/4 cup water', '1 teaspoon coconut extract', '1/2 cup chopped walnuts']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch tube pan.', 'In a large bowl, cream together 2 cups sugar and the butter. Fold in the eggs one at a time, fully incorporating each one before adding another.', 'In separate bowl, mix the flour, baking powder, milk, flaked coconut, and 1 teaspoon coconut extract. Beat into the creamed mixture. Pour the batter into the prepared pan.', 'Bake 1 hour in the preheated oven, or until a knife inserted in the center comes out clean. Cool on a wire rack for just a few minutes, then place on cake platter.', 'To make the glaze, mix together in a small saucepan 1 cup sugar, water, 1 teaspoon coconut extract, and walnuts. Boil for 1 minute, and pour over still warm cake.']",4.33,53,http://images.media-allrecipes.com/userphotos/560x315/2798950.jpg,85,http://allrecipes.com/Recipe/7320/
657,Favorite Old Fashioned Gingerbread,"This is everyone's holiday favorite, even the busy cook's, because it is so easy to make.","['1/2 cup white sugar', '1/2 cup butter', '1 egg', '1 cup molasses', '2 1/2 cups all-purpose flour', '1 1/2 teaspoons baking soda', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '1/2 teaspoon ground cloves', '1/2 teaspoon salt', '1 cup hot water']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9-inch square pan.', 'In a large bowl, cream together the sugar and butter. Beat in the egg, and mix in the molasses.', 'In a bowl, sift together the flour, baking soda, salt, cinnamon, ginger, and cloves. Blend into the creamed mixture. Stir in the hot water. Pour into the prepared pan.', 'Bake 1 hour in the preheated oven, until a knife inserted in the center comes out clean. Allow to cool in pan before serving.']",4.31,792,http://images.media-allrecipes.com/userphotos/250x250/149921.jpg,105,http://allrecipes.com/Recipe/7322/
658,Pineapple Layer Cake,This is a plain white layer cake with a creamy pineapple filling.,"['3 cups cake flour', '1 tablespoon baking powder', '1/4 teaspoon salt', '2/3 cup butter', '1 1/2 cups white sugar', '1 cup milk', '4 egg whites', '2 egg yolks', '1/4 cup white sugar', '2 tablespoons cornstarch', '1/2 cup unsweetened pineapple juice', '1/2 cup chopped walnuts', '1/2 cup crushed pineapple, drained']","['Preheat an oven to 350 degrees F (175 degrees C). Sift the flour 4 times with the baking powder and salt.', 'Cream the butter with 1 1/2 cups sugar in a large mixing bowl. Add the sifted ingredients alternately with the milk to the creamed mixture. Beat the egg whites until they are stiff, but not dry. Fold them into the batter.', 'Pour the batter into three 9-inch round cake pans. Bake in the preheated oven approximately 30 minutes. Place on wire racks until cool.', 'While the layers are cooling make the filling. Combine the egg yolks, 1/4 cup sugar, cornstarch, and pineapple juice in the top of a double boiler. Cook until thick; stir often. Cool, and spread filling on top of two of the layers. Sprinkle nuts and crushed pineapple on top of filling. Place these two layers one on top of the other, and place third layer on the top. Frost with any white frosting.']",3.6,4,http://images.media-allrecipes.com/userphotos/250x250/681095.jpg,0,http://allrecipes.com/Recipe/7321/
659,Glorious Sponge Cake,This is an old fashioned sponge cake with a lemon flavor.,"['6 eggs', '1 cup white sugar', '1/4 cup water', '1 teaspoon lemon extract', '1 teaspoon lemon zest', '1 cup cake flour', '1/2 teaspoon cream of tartar', '1/4 teaspoon salt']","['Separate the eggs. In a large mixing bowl, beat egg yolks until very thick and lemon colored. Beat in sugar gradually. Add water, lemon extract and lemon rind. Beat in flour.', 'In another bowl, beat egg whites until frothy. Then add cream of tartar and salt. Beat mixture until whites are stiff, but not until they are dry. Fold this whipped mixture into yolk mixture.', 'Pour batter into an ungreased 9 inch tube pan. Bake at 325 degrees F (165 degrees C) for one hour, or until done.']",4.33,112,http://images.media-allrecipes.com/userphotos/250x250/621924.jpg,0,http://allrecipes.com/Recipe/7323/
660,Angel Food Cake I,"Homemade angel food cake is worth the work.  It is moist, unlike the sweet styrofoam available in the grocery bakery.  A tube pan with a removable bottom is highly recommended.","['1 1/4 cups cake flour', '1 3/4 cups white sugar', '1/4 teaspoon salt', '1 1/2 cups egg whites', '1 teaspoon cream of tartar', '1/2 teaspoon vanilla extract', '1/2 teaspoon almond extract']","['Beat egg whites until they form stiff peaks, and then add cream of tartar, vanilla extract, and almond extract.', 'Sift together flour, sugar, and salt. Repeat five times.', 'Gently combine the egg whites with the dry ingredients, and then pour into an ungreased 10 inch tube pan.', 'Place cake pan in a cold oven. Turn the oven on; set it to 325 degrees F (165 degrees C). Cook for about one hour, or until cake is golden brown.', 'Invert cake, and allow it to cool in the pan. When thoroughly cooled, remove from pan.']",4.53,195,http://images.media-allrecipes.com/userphotos/560x315/457170.jpg,0,http://allrecipes.com/Recipe/7324/
661,Cream Cheese Pound Cake I,"My children always loved this cake.  They are grown now, but when they come home they ask me to have ""the cake"" made.  It is an easy recipe.","['1 1/2 cups butter', '1 (8 ounce) package cream cheese', '3 cups white sugar', '1 tablespoon vanilla extract', '1 teaspoon almond extract', '6 eggs', '3 cups cake flour']","['Preheat oven to 325 degrees F (165 degrees C). Grease one 10 inch tube pan.', 'Cream together the butter, cream cheese, and sugar until light. Stir in the vanilla and the almond extracts. Add the flour and the eggs alternately, beginning and ending with the flour. Pour batter into the prepared pan.', 'Bake at 325 degrees F (165 degrees C) for 1 hour and 15 minutes or until a toothpick inserted in the center comes out clean.']",4.69,497,http://images.media-allrecipes.com/userphotos/560x315/4500279.jpg,0,http://allrecipes.com/Recipe/7326/
662,Sour Cream Chocolate Cake,"This is a rich chocolate cake with a fudge frosting.  If you don't have sour cream, you can use sweet cream and add 1 tablespoon of lemon juice or vinegar.","['2 eggs', '1 1/2 cups sour cream', '2 tablespoons shortening', '1 1/4 cups white sugar', '2 cups all-purpose flour', '4 tablespoons unsweetened cocoa powder', '1/4 teaspoon salt', '1 teaspoon vanilla extract', '2 teaspoons baking soda', '1/4 cup hot water', '2 cups white sugar', '1/4 cup light corn syrup', '1/2 cup milk', '1/2 cup shortening', '2 (1 ounce) squares unsweetened chocolate', '1/4 teaspoon salt', '1 teaspoon vanilla extract']","['Beat the eggs in a large mixing bowl. Melt the 2 tablespoons shortening, and add it and the sour cream to the eggs.', 'In another bowl, sift together 1 1/4 cups sugar, flour, cocoa and 1/4 teaspoon salt. Add these dry ingredients to the egg mixture. Stir the batter until smooth. Add in the vanilla and stir. Lastly, add the soda dissolved in hot water. Stir.', 'Pour batter into a greased and floured 9 x 13 inch pan. Bake at 350 degrees F (175 degrees C) for 35 minutes, or until done. Cool.', 'To Make the Frosting: Combine 2 cups sugar, corn syrup, milk, 1/2 cup shortening, unsweetened chocolate, and 1/4 teaspoon salt in a small saucepan. Stir over low heat until chocolate melts. Bring to a full rolling boil and boil for one minute, stirring constantly. Remove the pan from the heat. Add 1 teaspoon vanilla, and beat the frosting mixture until it has a smooth spreading consistency.', 'Frost the cake when it has completely cooled.']",3.61,17,http://images.media-allrecipes.com/userphotos/250x250/239023.jpg,0,http://allrecipes.com/Recipe/7325/
663,Earthquake Cake I,This is like eating an upside down german chocolate cake.,"['1 (18.25 ounce) package German chocolate cake mix without pudding', '1 cup flaked coconut', '1 cup chopped walnuts', ""4 cups confectioners' sugar"", '2 tablespoons unsweetened cocoa powder', '6 tablespoons cola-flavored carbonated beverage', '1 cup butter', '1 (8 ounce) package cream cheese']","['Prepare cake mix as directed on package.', 'Lightly grease the bottom and sides of one 9 x 13 inch baking pan. Sprinkle coconut and nuts over bottom of pan. Pour cake batter over top.', ""Combine 1/2 cup melted butter or margarine, cream cheese and 2 cups confectioners' sugar. Beat until smooth. Pour (spoon) over cake batter."", 'Bake at 350 degrees F (175 degrees C) for 45 minutes or until a toothpick comes out clean. Let cake cool before frosting.', ""To Make Frosting: Combine cocoa, cola and 1/2 cup margarine in a saucepan. Cook over medium heat until mixture boils, stirring constantly. Remove from heat. Pour mixture over remaining confectioners' sugar. Beat until smooth. Spread icing over cake. (If you like a thicker icing add more confectioners' sugar.""]",4.56,27,http://images.media-allrecipes.com/userphotos/250x250/472246.jpg,0,http://allrecipes.com/Recipe/7327/
664,Worm Cake,A favorite of youngsters in our house. Grownups love them too!,"['1 (18.25 ounce) package chocolate cake mix', '3 cups chocolate cookie crumbs', '1 (16 ounce) package prepared chocolate frosting', '1 (16 ounce) package gummi worms']","['Prepare cake mix according to package directions. Pour batter into cupcake pans and bake as directed on cake mix box. Let cupcakes cool thoroughly before frosting.', 'Spread cupcakes lightly with chocolate icing. Sprinkle cookie crumbs on top.', 'Cut gummi worms in half (as many as you like). Put icing onto cut end of the worms and stick to the top of cupcakes. You can use as few or as many as will fit on each cupcake. Let icing set for 10 minutes and then enjoy.']",4.32,23,http://images.media-allrecipes.com/userphotos/250x250/127795.jpg,0,http://allrecipes.com/Recipe/7328/
665,Karen A's Chocolate Dump Cake,This rich chocolate cake is very easy to make.,"['1 (5 ounce) package non-instant chocolate pudding mix', '2 1/3 cups milk', '1 (18.25 ounce) package chocolate cake mix', '2 cups semisweet chocolate chips']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 9 x 13 inch baking pan.', 'Combine chocolate pudding and milk in a saucepan and cook over medium heat until thick, stirring frequently.', 'Remove pan from heat and add in dry cake mix. Mix together and pour into the lightly greased 9x13 inch baking pan. Evenly spread the chocolate chips over the top of the cake.', 'Bake at 350 degrees F(175 degrees C) for 40 to 45 minutes. Let cake cool and serve.']",4.19,123,http://images.media-allrecipes.com/userphotos/560x315/4054093.jpg,0,http://allrecipes.com/Recipe/7329/
666,Maraschino Cherry Nut Cake,"A very good and moist cake with a lovely pink color perfect for birthdays, showers, or anniversaries.","['1 (10 ounce) jar maraschino cherries', '2 1/4 cups sifted cake flour', '2 1/2 teaspoons baking powder', '1/2 teaspoon salt, divided', '1/2 cup shortening', '1 1/3 cups white sugar', '3 egg whites, room temperature', '2/3 cup milk, room temperature', '1/2 cup chopped pecans', '3/4 cup butter, room temperature', ""6 cups sifted confectioners' sugar, divided"", '1/3 cup milk', '6 drops red food coloring', '1 1/2 teaspoons vanilla extract', '12 maraschino cherries, with stems']","['Preheat oven to 350 degrees F (175 degrees C). Grease and lightly flour two 8- or 9-inch round cake pans or one 9x13-inch cake pan.', 'Reserve 1/4 cup maraschino cherry juice. Coarsely chop the cherries to make 1/2 cup. Set aside.', 'Sift cake flour, baking powder, and 1/4 teaspoon of the salt and set aside.', 'Beat shortening in a large bowl with an electric mixer on medium high speed for 30 seconds. Add the 1 1/3 cups white sugar and beat until well combined. Add the egg whites, one at a time, beating well after each.', 'Combine 2/3 cup milk and reserved 1/4 cup cherry juice. Add the flour and milk mixture alternately to the shortening mixture, beating on low speed after each addition until just combined. Stir in the chopped cherries and nuts. Pour batter into prepared pans.', 'In preheated oven until cake springs back when lightly touched with a finger or a tester comes out clean, 20 to 25 minutes for round cakes (or 30 to 35 minutes for a 9x13 inch pan). Cool cakes in pans on a wire rack for 10 minutes, then invert onto wire rack to cool completely.', ""To make frosting: beat 3/4 cups butter in a large bowl till fluffy. Gradually add 3 cups sifted confectioners' sugar; beat well. Slowly beat in 1/3 cup milk, 1 1/2 teaspoons vanilla, and remaining 1/4 teaspoon salt. Gradually beat in the remaining 3 cups sifted confectioners' sugar. Beat in additional milk (1 to 2 tablespoons) if needed, to make frosting of spreading consistency. If desired, tint the frosting pink by adding 6 drops of red food coloring."", 'Once cake is completely cool, frost with butter frosting and decorate with maraschino cherries with stems.']",3.82,9,http://images.media-allrecipes.com/userphotos/250x250/801910.jpg,150,http://allrecipes.com/Recipe/7330/
667,Green Cake,"This cake isn't really green, it's the frosting that's green and unique.","['1 (18.25 ounce) package yellow cake mix', '1 (20 ounce) can crushed pineapple', '1 (3.4 ounce) package instant pistachio pudding mix', '1 (8 ounce) container frozen whipped topping, thawed']","['Make cake mix as directed on box except that in the place of water put pineapple juice. Bake according to the cake mix directions and take right from oven and place in freezer. Cake is ready to frost when cool on the bottom to touch.', 'Mix crushed pineapple, instant pistachio pudding, and whipped topping together with a spoon, do not use an electric mixer. Frost cake and refrigerate for at least one hour. You must keep this cake refrigerated until ready to serve and then also keep any leftovers refrigerated.']",4.57,6,http://images.media-allrecipes.com/userphotos/560x315/649764.jpg,40,http://allrecipes.com/Recipe/7332/
668,Butter Frosting,A touch of red food coloring gives this buttercream frosting recipe a lovely pink hue.,"['3/4 cup butter', ""6 cups confectioners' sugar"", '1/3 cup milk', '1 1/2 teaspoons vanilla extract', '1/4 teaspoon salt', '2 tablespoons milk', '7 drops red food coloring']","[""Beat butter in a large bowl until fluffy. Gradually add 3 cups of the sifted confectioners' sugar, beating well. Slowly beat in the vanilla, salt, and 1/3 cup of the milk. Gradually beat in the 3 remaining cups of confectioner's sugar. Beat in additional milk (1 to 2 tablespoons) if needed, to make frosting of spreading consistency. If desired tint the frosting pink with 6 to 8 drops of red food coloring.""]",4.17,48,http://images.media-allrecipes.com/userphotos/560x315/28112.jpg,0,http://allrecipes.com/Recipe/7331/
669,Ricotta Cheese Cake,"It's a wonderful, easy, light cheese filled cake... but not a cheesecake!","['1 (18.25 ounce) package yellow cake mix', '24 ounces ricotta cheese', '3/4 cup white sugar', '3 eggs', '1/4 teaspoon vanilla extract', ""1/8 cup confectioners' sugar for dusting""]","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 9x13 inch pan.', 'Make yellow cake mix according to package directions. Pour batter into the greased 9x13 inch pan.', 'Mix together the ricotta cheese, sugar, eggs and vanilla extract and spoon over cake batter.', ""Bake at 350 degrees F (175 degrees C) for about 45 minutes. Sprinkle cake with confectioners' sugar when cool.""]",4.23,62,http://images.media-allrecipes.com/userphotos/560x315/2476260.jpg,70,http://allrecipes.com/Recipe/7334/
670,Strawberry Cake I,Use white cake mix and strawberry gelatin mix to make this recipe for the best strawberry cake ever!,"['1 (18.25 ounce) package white cake mix', '1 (3 ounce) package strawberry flavored Jell-O®', '2/3 cup vegetable oil', '4 eggs', '3 tablespoons all-purpose flour', '4 ounces frozen strawberries', '1/2 cup buttermilk']","['Thaw and drain the frozen strawberries.', 'Preheat oven to 350 degrees F (175 degrees C). Lightly grease on 9x13 inch cake pan.', 'Combine the white cake mix, strawberry gelatin, oil, eggs, flour, thawed strawberries, and buttermilk and mix until just combined. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for about 25 to 35 minutes or until a toothpick inserted in the center comes out clean.']",4.4,111,http://images.media-allrecipes.com/userphotos/250x250/63891.jpg,0,http://allrecipes.com/Recipe/7333/
671,Pistachio Cake I,"This is a very good tasting cake, and easy to make.","['1 (3.4 ounce) package instant pistachio pudding mix', '1 (18.25 ounce) package white cake mix', '5 eggs', '1/2 cup vegetable oil', '1 1/2 cups water', '1 1/2 cups milk', '2 (1.5 ounce) envelopes instant dessert topping']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.', 'In a large bowl, mix together cake mix, 1 package pudding, water, eggs, and oil. Pour into a greased and floured Bundt pan.', 'Bake at 350 degrees F (175) degrees C for 45 minutes, or until done. Allow to cool.', 'To Make Frosting: In a mixing bowl, combine 1 package instant pudding, milk, and instant whipped topping mix. Beat until thick, and spread on the cooled cake.']",4.0,18,http://images.media-allrecipes.com/userphotos/560x315/2668233.jpg,90,http://allrecipes.com/Recipe/7336/
672,Fruit Cocktail Cake I,"A lovely fruit cocktail cake, simple and delicious.","['1 cup all-purpose flour', '1 cup white sugar', '1/2 teaspoon salt', '1 teaspoon baking powder', '1 egg', '1 (16 ounce) can fruit cocktail', '1/2 cup packed brown sugar']","['Preheat oven to 325 degrees F (165 degrees C). Spray one 8 x 8 inch square baking pan with cooking spray.', 'In a medium sized bowl combine flour, white sugar, salt, baking powder, egg, and fruit cocktail. Mix until just combined and pour into the prepared pan. Sprinkle top with the brown sugar.', 'Bake at 32 degrees F (165 degrees C) for 45 minutes or until golden brown.']",3.69,13,http://images.media-allrecipes.com/userphotos/560x315/2346625.jpg,90,http://allrecipes.com/Recipe/7335/
673,Passover Brownie Cake,I experimented for years to come up with a brownie made with matzoh... this is the best!,"['5 eggs', '1/2 cup unsweetened cocoa powder', '2 1/2 cups white sugar', '1 1/4 cups matzo cake meal', '1 1/4 cups vegetable oil', '1 1/4 cups chopped walnuts']","['In a large mixing bowl, beat the eggs and the sugar together. Add the oil. Mix in the cake meal and the cocoa.', 'Add nuts, or use the nuts as a topping. I put nuts on top rather than in this cake for two reasons. They make the top look good without having to frost it. Also, for those who don 1t or can 1t eat nuts, they are easily removed without having to search for them.', 'Pour batter into a greased 9 x 13 inch pan. Bake at 325 degrees F (165 degrees C) for about 35 minutes. The secret to a moist brownie cake, Pesach or otherwise, is to underbake it. Check it at about 30 minutes.']",4.35,19,http://images.media-allrecipes.com/userphotos/250x250/628605.jpg,0,http://allrecipes.com/Recipe/7337/
674,Pineapple Pudding Cake,This recipe makes an excellent Birthday cake during those hot summer months!,"['1 (3.5 ounce) package instant vanilla pudding mix', '2 cups milk', '1 (8 ounce) can crushed pineapple, drained', '1/2 cup shortening', '1 1/2 cups white sugar', '2 eggs', '2 1/4 cups cake flour', '2 1/2 teaspoons baking powder', '1 teaspoon salt', '1 cup milk', '1 (8 ounce) container frozen whipped topping, thawed']","['Preheat oven to 375 degrees F (190 degrees C). Grease and flour two 9 inch round cake pans.', 'Make pudding according to package directions using the milk. Set aside 2 tablespoons of pudding and place the rest in the refrigerator. When chilled, pull the pudding out of the refrigerator, and stir in the pineapple.', 'In a large bowl, cream together the shortening and sugar, continue to mix with an electric mixer on medium speed for 15 minutes. Stir in the reserved 2 tablespoons of vanilla pudding. Beat in the eggs one at a time, mixing well after each addition.', 'In another bowl, sift together cake flour, baking powder, and salt. Add these dry ingredients to the creamed mixture alternately with 1 cup milk, blending well after each addition. Divide the batter evenly between the prepared pans.', 'Bake for approximately 20 to 25 minutes, or until the top springs back when lightly pressed. Set the pans on a wire rack to cool. Remove the layers from the pans.', 'Once the cake layers have thoroughly cooled, spread the pudding mixture on top of one of the layers (spread mixture to desired thickness - there may be some left over). Place the second layer on top of the filling. Frost the cake with the whipped topping. Refrigerate the cake until serving time.']",3.0,2,http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,90,http://allrecipes.com/Recipe/7338/
675,Gateau D'Abricot A L'Orange,"This is an easy cheesecake to prepare, yet it is fancy enough for dinner parties.","['8 ounces cream cheese', '2 cups sweetened condensed milk', '1/3 cup lemon juice', '1/2 teaspoon orange extract', '1 (9 inch) prepared graham cracker crust', '1 (15 ounce) can apricot halves, syrup reserved', '1/4 cup white sugar', '1 1/2 tablespoons cornstarch', '1/2 cup orange juice, strained']","['Beat the cream cheese until fluffy. Gradually add in the sweetened condensed milk, the lemon juice, and the orange extract.', 'Pour the cream cheese mixture into the graham cracker crust. Chill for three hours. When the cheese cake has chilled and set, arrange the apricots on the top.', 'In a small saucepan, combine the sugar, cornstarch, and salt. Stir in 1/2 cup of the reserved apricot syrup and the orange juice; mix until smooth. Cook on a medium low flame until clear and thick. Cool.', 'Cover the apricots with the glaze. Chill two hours, and serve.']",3.67,4,http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,150,http://allrecipes.com/Recipe/7339/
676,Banana Nut Coconut Cake,"The melding of banana, coconut and pecans give this cake a unique flavor. Best if made a day before serving.","['Banana Nut Coconut Cake:', '1 1/2 cups white sugar', '1/2 cup butter, softened', '2 eggs', '3 ripe bananas, mashed', '2 cups all-purpose flour', '1 teaspoon baking soda', '1/4 cup buttermilk', '1 teaspoon vanilla extract', '1 cup chopped pecans', '1 cup shredded coconut', 'Banana Nut Frosting:', '1/2 cup butter, softened', ""4 cups confectioners' sugar"", '1 ripe banana, mashed', '1 cup chopped pecans', '1 cup shredded coconut', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9-inch round cake pans or one 9x13-inch pan.', 'In a medium bowl, cream together white sugar and 1/2 cup butter. Mix in eggs and 3 mashed bananas.', 'Sift together flour and baking soda in a separate bowl. Add to the creamed mixture alternately with buttermilk, mixing well after each addition. Blend in 1 teaspoon vanilla extract. Fold in 1 cup of pecans and 1 cup coconut. Pour batter into prepared pans.', 'Bake in the preheated oven until a tester inserted in the center comes out clean, about 45 minutes. Cool completely on wire racks.', ""To Make Frosting: Cream together 1/2 cup butter and confectioners' sugar until light and fluffy. Mix in 1 medium mashed banana, 1 cup pecans, 1 cup coconut and 1 teaspoon vanilla.""]",4.48,45,http://images.media-allrecipes.com/userphotos/560x315/23590.jpg,165,http://allrecipes.com/Recipe/7340/
677,Easy Raisin Cake,A not too sweet cake packed with raisins.  Perfect with coffee or tea and a wonderful departure from the typically sweet holiday goodies.,"['1 cup raisins', '2 cups water', '1/2 cup butter', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 cup white sugar', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground nutmeg', '1 cup chopped walnuts', '1 3/4 cups all-purpose flour']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 10 x 10 inch baking pan.', 'In a large saucepan boil the raising with the water for 10 minutes. Add the butter or margarine and let cool.', 'In the same pan add the flour, soda, salt, sugar, cinnamon, nutmeg, and chopped nuts (optional), mix well and pour batter into a lightly greased 10x10 inch baking pan', 'Bake at 350 degrees F (175 degrees C) for 35 minutes. Serves 8 to 12.']",4.42,41,http://images.media-allrecipes.com/userphotos/560x315/1602515.jpg,0,http://allrecipes.com/Recipe/7342/
678,Cinnamon Teacake,Quick and easy cake topped with cinnamon sugar. Quite good for breakfast.,"['8 tablespoons butter', '1 cup self-rising flour', '1/2 cup white sugar', '1 tablespoon ground cinnamon', '1/3 cup milk', '1 tablespoon white sugar', '1/2 teaspoon ground cinnamon', '1/4 cup white sugar', '1 1/2 teaspoons ground cinnamon']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 6 inch round cake pan.', 'Melt 7 tablespoons of the butter. In a medium sized bowl mix together the melted butter, 1/2 cup white sugar, 1 tablespoon cinnamon, and the self rising flour to form a soft dough. Add the milk and mix again till smooth. Pour batter into prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 15 to 20 minutes. Remove cake from oven and set aside. Once cake is cool enough to handle remove from its pan and place on a serving dish.', 'In a saucepan melt 1 tablespoon butter and mix with 1 tablespoon white sugar and 1/2 teaspoon cinnamon. Spread over top of cake.', 'In a small bowl stir together the remaining 1/4 cup sugar and 1 1/2 teaspoons cinnamon. Sprinkle over cake.']",4.37,75,http://images.media-allrecipes.com/userphotos/250x250/101521.jpg,0,http://allrecipes.com/Recipe/7341/
679,Cassata alla Siciliana (Sicilian Cream Tart),A beautiful sponge layer cake filled with a delightful ricotta cheese filling.,"['6 eggs', '1/2 cup white sugar', '1 1/2 tablespoons lemon juice', '1 1/2 tablespoons orange zest', '2 tablespoons sherry', '1 cup cake flour', '1/2 teaspoon salt', '1 1/2 pounds ricotta cheese', '6 tablespoons rum', ""1/2 cup confectioners' sugar"", '2 (1 ounce) squares sweet chocolate, grated', '1/4 cup candied cherries, chopped', '1/2 teaspoon ground cinnamon', '1/2 cup chopped toasted almonds', '1/4 cup butter', ""2 1/2 cups confectioners' sugar"", '2 egg whites', '1 teaspoon almond extract', '1/4 cup rum', ""1/4 cup confectioners' sugar for dusting""]","['Preheat oven to 350 degrees F (175 degrees C).', 'To Make Pan di Spagna (Sponge Cake): Have the following ingredients at room temperature for at least one hour before baking; 6 eggs, lemon juice, orange zest, and sherry.', 'Separate 6 eggs and set the egg whites aside. Beat egg yolks until thick and lemon colored. Beat in sugar, lemon juice, orange zest, and sherry or 1 teaspoon almond extract. Beat until foamy.', 'Sift flour 3 times and fold into eggs yolks gently but thoroughly. Beat egg whites until foamy, add salt, and beat until stiff but not dry. Fold into yolks. Pour batter into one ungreased 9 inch spring form pan.', 'Bake at 350 degrees F (175 degrees C) for 50 to 60 minutes. Test by pressing lightly with finger tip, if cake springs back at once it is done. Leave cake in pan to cool, and invert on a wire rack.', 'Once cake is completely cool slice into 3 layers and sprinkle layers with rum.', ""To Make Filling: Crush ricotta very finely with hands or a potato masher, add 1/2 cup confectioner's sugar and beat for about 3 minutes until creamy. Stir in 6 tablespoons rum, grated sweet chocolate, chopped candied cherries, cinnamon and toasted almonds."", 'Spread ricotta filling over sponge cake layers, using half-inch of filling on each layer. Leave the top and sides of cake plain.', ""To Make Frosting: Cream butter with 1 cup sifted confectioners' sugar. Beat the 2 egg whites until stiff and gradually beat into the egg whites the remaining 1 1/2 cups confectioners' sugar. Fold egg whites into the butter mixture and add fold in 1 teaspoon almond extract."", 'Cover sides and top cake evenly with frosting. Store in refrigerator until ready to serve. Serves 10.']",3.8,3,http://images.media-allrecipes.com/userphotos/250x250/12233.jpg,0,http://allrecipes.com/Recipe/7343/
680,Banana Nut Frosting,Yummy banana-coconut frosting.,"['1/2 cup butter, softened', ""4 cups confectioners' sugar"", '1 medium banana, mashed', '1 cup flaked coconut', '1 cup chopped pecans', '1 teaspoon vanilla extract']","[""Cream together the softened butter or margarine, and confectioners' sugar until light and fluffy. Add the banana, coconut, pecans, vanilla and mix well. Makes enough to fill and frost a 9 inch layer cake or one 9x13 inch sheet cake.""]",4.36,33,http://images.media-allrecipes.com/userphotos/250x250/496268.jpg,20,http://allrecipes.com/Recipe/7344/
681,Coconut Cake I,This cake starts with a white cake mix and ends up with four layers with a yummy coconut filling.,"['1 (18.25 ounce) package white cake mix', '1 cup sour cream', '2 cups white sugar', '1 (14 ounce) package flaked coconut', '1 (8 ounce) container frozen whipped topping, thawed']","['Prepare cake mix as per package directions for a two layer cake. Once cake is cool split layers with a thread to create four layers.', 'Mix together sour cream, sugar and all but a portion of the coconut (some should be reserved for top). Set aside one cup of this mixture. Spread remainder between layers of cake.', 'Combine whipped topping and the reserved sour cream mixture. Use this to ice the cake. Toast remaining coconut and sprinkle on iced cake. Store in the refrigerator for three days before cutting. The longer it is refrigerated, the better it is!']",4.69,112,http://images.media-allrecipes.com/userphotos/250x250/13187.jpg,0,http://allrecipes.com/Recipe/7346/
682,Creamy White Layers,"A luscious, tender cake that goes well with many different types of fillings and frostings.","['2 1/2 cups cake flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '4 eggs', '2 teaspoons vanilla extract', '1 1/2 cups super fine sugar', '3 cups heavy whipping cream', '2 1/2 teaspoons brandy', ""3 tablespoons confectioners' sugar"", '1 pint fresh strawberries']","['Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour two 9 inch cake pans.', 'Stir together the cake flour, baking powder, salt, and super fine sugar.', 'Separate the eggs save the egg yolks for another use. In a glass or copper bowl beat the egg whites until foamy.', 'Mix 1 1/2 cups of the heavy cream with the vanilla. Stir into the flour mixture then fold in the egg whites. Pour batter into prepared pans.', 'Bake at 350 degrees F (175 degrees C ) for 30 minutes. Let cakes cool in pans for ten minutes then invert onto a wire rack to continue cooling. Once cakes are completely cool frost with fresh whipped cream and serve with fresh strawberries.', ""To Make Frosting: Beat on low speed until stiff 1 1/2 cups heavy cream (make sure it's very cold). Beat in the confectioners' sugar and 2 1/2 teaspoons brandy. Use immediately to frost cake.""]",4.13,48,http://images.media-allrecipes.com/userphotos/250x250/3718.jpg,0,http://allrecipes.com/Recipe/7348/
